date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:54:58	22221/22221	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c9-56cd%22	https://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min.js?ver=3.4.6	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/jquery.sumoselect.min9bf7.js	(from https://ramsteinboyscouts.com/)
13:54:59	4135/4135	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c9-1027%22	https://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/tocca.min.js?ver=2.0.9	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/tocca.minffdc.js	(from https://ramsteinboyscouts.com/)
13:55:00	45479/45479	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c9-b1a7%22	https://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.min.js?ver=3.1.5	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/jquery.mCustomScrollbar.concat.minc6bd.js	(from https://ramsteinboyscouts.com/)
13:55:01	6341/6341	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c9-18c5%22	https://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.min.js?ver=0.6.0	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/jquery.fullscreen.mina307.js	(from https://ramsteinboyscouts.com/)
13:55:02	192638/192638	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c9-2f07e%22	https://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/scripts.min.js?ver=1.8.27	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/js/scripts.min698f.js	(from https://ramsteinboyscouts.com/)
13:55:03	16118/16118	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:55:02%20GMT	https://ramsteinboyscouts.com/wp-json/wp/v2/pages/84	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/wp/v2/pages/84.json	(from https://ramsteinboyscouts.com/)
13:55:04	246583/246583	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:55:03%20GMT	https://ramsteinboyscouts.com/wp-json/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/index.html	(from https://ramsteinboyscouts.com/)
13:55:06	51934/51934	---M--	200	added ('OK')	image/png	etag:%226385b95e-cade%22	https://ramsteinboyscouts.com/wp-content/uploads/2022/11/cropped-156patch.png	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/11/cropped-156patch.png	(from https://ramsteinboyscouts.com/)
13:55:07	73173/73173	---M--	200	added ('OK')	image/jpeg	etag:%22659bf45f-11dd5%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/BoyGirlLinkedTroop-1-1024x987.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/BoyGirlLinkedTroop-1-1024x987.jpg	(from https://ramsteinboyscouts.com/)
13:55:08	79112/79112	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2017:55:08%20GMT	https://ramsteinboyscouts.com/about/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/about/index.html	(from https://ramsteinboyscouts.com/)
13:55:08	58283/58283	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2017:55:08%20GMT	https://ramsteinboyscouts.com/newsletters/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/newsletters/index.html	(from https://ramsteinboyscouts.com/)
13:55:08	56493/56493	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2017:55:08%20GMT	https://ramsteinboyscouts.com/homeslug/history/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/homeslug/history/index.html	(from https://ramsteinboyscouts.com/)
13:55:08	44777/44777	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2017:55:08%20GMT	https://ramsteinboyscouts.com/join/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/join/index.html	(from https://ramsteinboyscouts.com/)
13:55:09	75000/75000	---M--	200	added ('OK')	image/jpeg	etag:%22659c0101-124f8%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/AU0I0443_photo_SBBC-1024x683.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/AU0I0443_photo_SBBC-1024x683.jpg	(from https://ramsteinboyscouts.com/)
13:55:15	36224/36224	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Jul%202024%2017:55:10%20GMT	http://ramsteinboyscouts.com/adventures/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/adventures/index.html	(from https://ramsteinboyscouts.com/)
13:55:15	59157/59157	---M--	200	added ('OK')	image/jpeg	etag:%22659c00fe-e715%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/AC6I5117_photo_SBBC-1024x683.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/AC6I5117_photo_SBBC-1024x683.jpg	(from https://ramsteinboyscouts.com/)
13:55:15	98150/98150	---M--	200	added ('OK')	image/jpeg	etag:%22659c00ee-17f66%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PinningEagle-photo-SBBC-809x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PinningEagle-photo-SBBC-809x1024.jpg	(from https://ramsteinboyscouts.com/)
13:55:15	71722/71722	---MCZ	200	added ('OK')	text/html	date:Sun,%2028%20Jul%202024%2017:55:10%20GMT	https://ramsteinboyscouts.com/contact/	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/contact/index.html	(from https://ramsteinboyscouts.com/)
13:55:25	177443/177443	---M--	200	added ('OK')	image/jpeg	etag:%22659c0104-2b523%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/AU0I3753_photo_SBBC-1024x683.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/AU0I3753_photo_SBBC-1024x683.jpg	(from https://ramsteinboyscouts.com/)
13:56:19	772239/772239	---M--	200	added ('OK')	image/jpeg	etag:%22638492b3-bc88f%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/11/Full-SizedJPEG-51_photo_SBBC-23-scaled.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/11/Full-SizedJPEG-51_photo_SBBC-23-scaled.jpg	(from https://ramsteinboyscouts.com/)
13:56:19	7888/7888	---MCZ	200	added ('OK')	application/javascript	etag:W/%22668f9046-1ed0%22	https://ramsteinboyscouts.com/wp-content/plugins/sg-cachepress/assets/js/lazysizes.min.js?ver=7.6.2	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/sg-cachepress/assets/js/lazysizes.min4ae6.js	(from https://ramsteinboyscouts.com/)
13:56:19	7107/7107	---MCZ	200	added ('OK')	application/javascript	etag:W/%226384896d-1bc3%22	https://ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/neve-script.min.js?ver=3.4.5	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/neve-script.min4c8b.js	(from https://ramsteinboyscouts.com/)
13:56:21	10625/10625	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c6-2981%22	https://ramsteinboyscouts.com/wp-content/plugins/otter-blocks/assets/macy/macy.js?ver=9a5221b301f6336a2b08	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/otter-blocks/assets/macy/macycdc1.js	(from https://ramsteinboyscouts.com/)
13:56:22	996/996	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266a186c6-3e4%22	https://ramsteinboyscouts.com/wp-content/plugins/otter-blocks/build/blocks/masonry.js?ver=9a5221b301f6336a2b08	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/otter-blocks/build/blocks/masonrycdc1.js	(from https://ramsteinboyscouts.com/)
13:56:22	1126/1126	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266a186c9-466%22	http://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/booster/assets/images/optimize.svg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/booster/assets/images/optimize.svg	(from https://ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-a649dcb0a2f5daa0cfa58e2d6914474b.css)
13:56:23	14296/14296	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237d8-61e0632f06f8a%22	http://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg.eot?qy18kk	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/css/bwg-fonts/fonts/bwg8f95.eot	(from https://ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-a649dcb0a2f5daa0cfa58e2d6914474b.css)
13:56:25	10388/10388	---M--	200	added ('OK')	image/png	etag:%2266a186c9-2894%22	http://ramsteinboyscouts.com/wp-content/plugins/photo-gallery/images/ajax_loader.png	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/plugins/photo-gallery/images/ajax_loader.png	(from https://ramsteinboyscouts.com/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-css-a649dcb0a2f5daa0cfa58e2d6914474b.css)
13:56:25	2445/2445	---MCZ	200	added ('OK')	text/xml	date:Sun,%2028%20Jul%202024%2017:56:25%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2F&format=xml	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed255f	(from https://ramsteinboyscouts.com/)
13:56:25	2255/2255	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:56:25%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2F	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embedd68f	(from https://ramsteinboyscouts.com/)
13:56:26	19152/19152	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:56:25%20GMT	https://ramsteinboyscouts.com/wp-json/wp/v2/pages/80	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/wp/v2/pages/80.json	(from https://ramsteinboyscouts.com/about/)
13:56:27	2180/2180	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:56:26%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fabout%2F	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed345b.json	(from https://ramsteinboyscouts.com/about/)
13:56:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2028%20Jul%202024%2017:56:27%20GMT	https://ramsteinboyscouts.com/?p=80	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/indexbde5.html	(from https://ramsteinboyscouts.com/about/)
13:56:29	2340/2340	---MCZ	200	added ('OK')	text/xml	date:Sun,%2028%20Jul%202024%2017:56:27%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fabout%2F&format=xml	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embeded0b	(from https://ramsteinboyscouts.com/about/)
13:56:33	57894/57894	---M--	200	added ('OK')	image/jpeg	etag:%22638496f4-e226%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/11/droppedImage.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/11/droppedImage.jpg	(from https://ramsteinboyscouts.com/about/)
13:56:46	81351/81351	---M--	200	added ('OK')	image/jpeg	etag:%22638f228c-13dc7%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Alpine-High-Adventure2-edited.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Alpine-High-Adventure2-edited.jpg	(from https://ramsteinboyscouts.com/about/)
13:56:52	118687/118687	---M--	200	added ('OK')	image/jpeg	etag:%22638f2265-1cf9f%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Now-this-is-fun.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Now-this-is-fun.jpg	(from https://ramsteinboyscouts.com/about/)
13:57:00	79486/79486	---M--	200	added ('OK')	image/jpeg	etag:%22638f21f5-1367e%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/AC6I2410_photo_SBBC-1-683x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/AC6I2410_photo_SBBC-1-683x1024.jpg	(from https://ramsteinboyscouts.com/about/)
13:57:09	222427/222427	---M--	200	added ('OK')	image/jpeg	etag:%22638f0ddd-364db%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/folder-cover-image_logo_SBBC-BC.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/folder-cover-image_logo_SBBC-BC.jpg	(from https://ramsteinboyscouts.com/about/)
13:57:09	195396/195396	---M--	200	added ('OK')	image/jpeg	etag:%22638f22f6-2fb44%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/Rub-a-dub-tub12.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/Rub-a-dub-tub12.jpg	(from https://ramsteinboyscouts.com/about/)
13:57:47	555226/555226	---M--	200	added ('OK')	image/jpeg	etag:%22638f2553-878da%22	http://ramsteinboyscouts.com/wp-content/uploads/2022/12/278092625_10103601188217238_1203437420998375073_n.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2022/12/278092625_10103601188217238_1203437420998375073_n.jpg	(from https://ramsteinboyscouts.com/about/)
13:57:47	23168/23168	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:57:00%20GMT	https://ramsteinboyscouts.com/wp-json/wp/v2/pages/760	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/wp/v2/pages/760.json	(from https://ramsteinboyscouts.com/newsletters/)
13:57:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2028%20Jul%202024%2017:57:47%20GMT	https://ramsteinboyscouts.com/?p=760	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/index1c40.html	(from https://ramsteinboyscouts.com/newsletters/)
13:57:47	2144/2144	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:57:47%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fnewsletters%2F	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed2bef.json	(from https://ramsteinboyscouts.com/newsletters/)
13:57:49	2301/2301	---MCZ	200	added ('OK')	text/xml	date:Sun,%2028%20Jul%202024%2017:57:48%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fnewsletters%2F&format=xml	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed2fad	(from https://ramsteinboyscouts.com/newsletters/)
13:57:50	212733/212733	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4c-33efd%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_001_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_001_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:51	189973/189973	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4c-2e615%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_002_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_002_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:52	261057/261057	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4e-3fbc1%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_003_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_003_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:53	216215/216215	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4d-34c97%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_004_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_004_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:54	219858/219858	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4d-35ad2%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_005_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_005_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:55	184865/184865	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4c-2d221%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_006_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_006_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:56	197092/197092	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4d-301e4%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_007_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_007_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:57	184294/184294	---M--	200	added ('OK')	image/jpeg	etag:%2265a7da4b-2cfe6%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_008_fall2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE_008_fall2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:58	197175/197175	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d91a-30237%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-1_winter2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-1_winter2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:57:59	256618/256618	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d91b-3ea6a%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-2_winter2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-2_winter2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:00	172744/172744	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d93b-2a2c8%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-3_winter2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-3_winter2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:01	225794/225794	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d93c-37202%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-5_winter2023-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-5_winter2023-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:02	234658/234658	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d5e2-394a2%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-1_Fall2022-6-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-1_Fall2022-6-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:03	165668/165668	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d5e1-28724%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-3_Fall2022-3-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-3_Fall2022-3-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:04	203012/203012	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d607-31904%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-2_Fall2022-4-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-2_Fall2022-4-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:05	182468/182468	---M--	200	added ('OK')	image/jpeg	etag:%2265a7d607-2c8c4%22	https://ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-4_Fall2022-4-791x1024.jpg	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-content/uploads/2024/01/PAGE-4_Fall2022-4-791x1024.jpg	(from https://ramsteinboyscouts.com/newsletters/)
13:58:06	22299/22299	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:58:05%20GMT	https://ramsteinboyscouts.com/wp-json/wp/v2/pages/392	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/wp/v2/pages/392.json	(from https://ramsteinboyscouts.com/homeslug/history/)
13:58:07	2144/2144	---MCZ	200	added ('OK')	application/json	date:Sun,%2028%20Jul%202024%2017:58:06%20GMT	https://ramsteinboyscouts.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Framsteinboyscouts.com%2Fhomeslug%2Fhistory%2F	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/wp-json/oembed/1.0/embed4b74.json	(from https://ramsteinboyscouts.com/homeslug/history/)
13:58:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2028%20Jul%202024%2017:58:07%20GMT	https://ramsteinboyscouts.com/?p=392	/Users/lucienninfo/websites/troop4gaspeefinal/ramsteinboyscouts.com/indexead8.html	(from https://ramsteinboyscouts.com/homeslug/history/)
